"ID","Y","X1","X2"
1,21.045264571325,-1.90215722053536,0
2,20.8790098387443,-0.0642947877603629,1
3,18.3757390253574,-1.33116706557313,0
4,17.7938356017384,-1.81999166714829,0
5,21.4700632494644,0.162669685201313,1
6,20.4708433679581,0.531396339338798,0
7,21.1617481340293,0.295518961744973,0
8,18.978114840372,0.0206129773448032,0
9,18.921015871266,-0.311265969130968,1
10,21.4735123280621,1.84148135369591,0
11,20.2733707420519,-0.656146450953512,1
12,21.3430664189862,1.52036685363917,0
13,17.3805152481441,0.0539599987421122,0
14,19.2595355294842,-0.757078272976501,0
15,19.622997333591,-1.85883314634312,0
16,21.8421146482589,1.07919155744194,0
17,21.9170506231901,1.35527407042404,1
18,22.1473486625387,-0.435444843718575,1
19,19.6487843211171,0.142988351723807,0
20,20.6240933387393,0.384030352101373,0
21,20.5666703966929,-0.192882676955207,1
22,20.6325657898972,-0.621302019617213,0
23,21.424156518183,-0.554809568335022,1
24,19.7351036558107,0.718075759108929,1
25,18.3703164984064,-1.55363465950145,0
26,19.8817092265196,-0.394099460831659,1
27,19.8813169936804,0.622801078905908,0
28,19.7246688194177,-1.66020538868177,1
29,18.7647166734714,-0.285292733763425,0
30,19.9205488200139,-0.882944000991146,1
31,20.1360128133888,-0.962771494802935,1
32,20.4451837121568,1.77910290747415,1
33,21.8175695620425,0.361397644421098,0
34,21.2676253387324,1.62946726000725,0
35,20.3426716369192,-0.0860214401978289,1
36,22.0783744783655,1.17510974431553,1
37,21.3619622734304,-0.7527189183096,1
38,19.338050234856,-0.820542227548536,0
39,20.9426284189683,0.362806161805285,0
40,20.5941877627846,-0.616458152530748,1
41,21.5869971953063,0.536940163931522,1
42,21.9239495699798,0.283396489028208,1
43,20.6027806589811,0.306078477870012,1
44,19.644020074292,-0.0481535362970171,0
45,21.0532854222192,0.359418752308403,0
46,19.3923386969627,-1.38491222361829,0
47,21.1917059638998,2.18661067666088,0
48,18.8020401111401,-2.09951931334332,1
49,20.1813623478529,-0.916638096386531,1
50,21.8894484530669,0.34116138212077,1
51,20.5490297756169,0.6604540801715,0
52,21.3865073459893,-0.806497975627171,1
53,19.6312611976693,0.350436214754019,0
54,19.5978490848937,-1.42055777881299,1
55,18.3342671313545,-2.35619595062754,1
56,21.2096576085968,-0.20751976008748,0
57,18.3482224974095,-0.699911638754111,1
58,18.4627017195135,0.05024668175089,0
59,21.6261357258827,1.84164247916458,1
60,21.6612709480942,-0.691716853437322,1
61,19.0544904464572,-0.348082959482208,0
62,18.7277447152221,0.519980786138939,0
63,19.4219727430823,-0.717668025332659,1
64,19.3924689508069,-0.505384977289836,1
65,19.5745324955333,-1.8118962850895,0
66,20.9805294813905,-0.438521766339699,1
67,19.2412820649667,-0.99555520895357,0
68,20.7896383659613,-0.358626448272041,0
69,19.4807136896731,0.330044461944428,0
70,20.2196607935602,0.086303037364595,0
71,19.3883024310225,0.402544621220859,1
72,19.7043493391958,-0.76314450997403,1
73,21.9364661146139,0.431792563673413,1
74,19.5567488654651,0.651499336592332,0
75,18.8870361800849,-0.833901381241434,1
76,19.0075169292896,-1.02483782128353,1
77,22.5610307294232,1.83032929742073,0
78,22.3041965302531,2.51147583436987,1
79,19.4785957421211,-0.0411010848141998,0
80,19.285439207978,0.120153695832892,1
81,19.9705853527098,0.219052995667379,0
82,19.3245830089091,-0.818317238124893,0
83,21.791290229443,1.13027291016417,1
84,22.5628562653572,1.78059337546176,1
85,22.1235225205561,2.01229596315304,1
86,20.5164285907905,0.779046493227937,1
87,19.732154212418,-0.2952698808373,0
88,21.1649027354515,-0.352020251830852,1
89,19.5970244090166,-1.33653396980949,1
90,19.1686592479379,0.77759538753149,1
91,18.8128910541475,0.115985669972386,0
92,20.6586564500939,-0.270430958114849,1
93,19.8364195312624,0.490678431564284,1
94,20.3967121783064,0.787246020281266,0
95,19.9800606424385,0.672817196299147,1
96,18.6503219296959,0.978433891129251,0
97,18.8510849750061,0.406403714093564,0
98,19.767401232286,0.0143483492627013,1
99,21.3072643294466,-0.900292150246068,0
100,21.5717241481125,0.51354000814678,1
101,19.6245372163558,0.731689694818632,0
102,18.5329448100403,0.612263907268402,1
103,20.6400022171396,0.437770080029851,0
104,19.0745318793058,-0.480819607650942,1
105,18.9799577336083,-0.506524974808491,1
106,19.038920720024,0.0929592158996712,0
107,21.2964751909283,0.278388436104452,1
108,21.218943568148,-0.101864849081904,0
109,20.1813276117141,-2.04076480357423,0
110,20.2437070399096,-0.507367370571802,0
111,19.9849399232374,-2.29428484497172,1
112,20.6631643234386,-0.372074557535013,0
113,19.2833984645773,-0.568892938167444,0
114,18.7485366241398,-1.73368595794605,1
115,18.9972201386726,-1.77519690516484,1
116,22.0127841642164,0.855042864041062,1
117,19.4489735866392,-2.54339609596636,1
118,21.4859039321745,0.946844060879068,0
119,18.8063916300184,-0.771375749828511,0
120,18.5820386913958,-0.437484430490296,1
121,17.2933337104078,-0.50928272077966,1
122,20.122412604071,-1.09174863991626,1
123,20.4477221673955,0.588715038316573,0
124,18.9748703139612,-0.259146572311046,0
125,19.0882637799164,1.36755686959994,1
126,19.787570764648,-0.371043050378404,0
127,20.5694588169189,-1.4771572176437,1
128,22.3537251139955,2.13631524422383,1
129,19.2337344756745,-0.0783223823970866,1
130,17.7374117629443,-2.63109641162485,0
131,21.7379959456506,0.427467898527233,0
132,18.7610738423753,-0.893847049866892,1
133,20.6855089019809,0.914952202398417,0
134,23.0088725667623,-1.09346702805599,1
135,19.6405259866644,-1.14724379701797,0
136,18.7659190795187,-1.49894761833351,0
137,20.5734148133695,-0.870357765120941,1
138,20.5949684593716,-0.423131647776634,0
139,21.1395475495831,0.870801349735409,1
140,18.530209467753,-2.24300899479562,0
141,21.5598743655461,0.128272673811045,0
142,17.7716367252439,-0.291341377518262,0
143,21.8918270100764,0.142622568589939,0
144,19.057617180708,-1.30117299897087,0
145,18.8926426650605,-0.988766486850054,0
146,20.7753999393582,2.14894811673514,0
147,20.0857912117254,-0.095192793569547,1
148,20.2275216527857,1.05599787353998,0
149,20.8623955212365,0.714376196853877,1
